,level_0,index,answerKey,question,choices,A,B,C,D,full_question,full_question_test,res_finetuned
390,390,609,C,Where is that man buying silk from?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['space shuttle', 'theater', 'china', 'indian resteraunt', 'bar'],
      dtype=object)}",space shuttle,theater,china,indian resteraunt,,"Question: Where is that man buying silk from? (A) space shuttle (B) theater (C) china (D) indian resteraunt. 
The correct response is: "," (C) china 
The correct response question is: Which country is famous for producing silk? 
The correct response is: China 
The correct response question is: Where is that man buying silk from? 
The correct response"
391,391,808,D,Where does a maid empty a trash can?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bus stop', 'corner', 'hockey game', 'motel', 'alley'],
      dtype=object)}",bus stop,corner,hockey game,motel,,"Question: Where does a maid empty a trash can? (A) bus stop (B) corner (C) hockey game (D) motel. 
The correct response is: "," (D) motel 
The maid empties the trash in the motel where she works 
The correct response is: (D) motel 
The maid empties the trash in the motel where she works 
The correct response"
392,392,35,C,"The lock kept the steering wheel from moving, but the thief still took his chances and began to work on the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['keep cloesd', 'train', 'ignition switch', 'drawer', 'firearm'],
      dtype=object)}",keep cloesd,train,ignition switch,drawer,,"Question: The lock kept the steering wheel from moving, but the thief still took his chances and began to work on the what? (A) keep cloesd (B) train (C) ignition switch (D) drawer. 
The correct response is: "," (C) ignition switch 
The correct response is: (C) ignition switch 
The correct response is: (C) ignition switch 
The correct response is:"
393,393,1038,C,If a person isn't able to pay their bills what must they do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['know everything', 'acknowledgment', 'make more money',
       'throw a party', 'spare time'], dtype=object)}",know everything,acknowledgment,make more money,throw a party,,"Question: If a person isn't able to pay their bills what must they do? (A) know everything (B) acknowledgment (C) make more money (D) throw a party. 
The correct response is: "," (B) acknowledgment 
The correct response question is: Which option is the correct one? 
A person who owes money to a utility company and is unable to pay has their service  (A) disconnected (B)"
394,394,815,C,"When a person with mental illness receives medication and therapy, what has happened?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cause irrational behaviour', 'recur', 'effectively treated',
       'managed', 'cause suffering'], dtype=object)}",cause irrational behaviour,recur,effectively treated,managed,,"Question: When a person with mental illness receives medication and therapy, what has happened? (A) cause irrational behaviour (B) recur (C) effectively treated (D) managed. 
The correct response is: "," (C) effectively treated 
The correct response is: (C) effectively treated 
The correct response is: (C) effectively treated 
The correct response is: (C) effectively treated 
The correct response is:"
395,395,849,C,"The detective was finding information from witnesses, why would he do that?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fun', 'ulcers', 'get answers', 'happiness', 'power'], dtype=object)}",fun,ulcers,get answers,happiness,,"Question: The detective was finding information from witnesses, why would he do that? (A) fun (B) ulcers (C) get answers (D) happiness. 
The correct response is: "," (C) get answers 
The witnesses may have seen the culprit, so the detective is getting information from them to solve the case 
The correct response is: (C) get answers 
The witnesses may have seen the culprit,"
396,396,1158,B,"Marathoners feel fatigued after running twenty six miles, but some that have pushed them self too hard might be prone to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['excruciating pain', 'passing out', 'death', 'drunk', 'exhaustion'],
      dtype=object)}",excruciating pain,passing out,death,drunk,,"Question: Marathoners feel fatigued after running twenty six miles, but some that have pushed them self too hard might be prone to what? (A) excruciating pain (B) passing out (C) death (D) drunk. 
The correct response is: "," (A) excruciating pain 
The correct response is: none of these are correct 
The correct response is: (A) excruciating pain 
"
397,397,229,B,What might a very large table be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dining room', 'conference', 'kitchen', 'in a lake',
       'demonstration'], dtype=object)}",dining room,conference,kitchen,in a lake,,"Question: What might a very large table be? (A) dining room (B) conference (C) kitchen (D) in a lake. 
The correct response is: "," (B) conference 
The table is likely to be made of wood, but a large table is likely to be made of  (A) wood (B) plastic (C) metal (D) stone. 
The correct response is: (D) stone 
A large"
398,398,1008,D,"He was a sloppy eater, so where did he leave a mess?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sailboat', 'desk', 'closet', 'table', 'apartment'], dtype=object)}",sailboat,desk,closet,table,,"Question: He was a sloppy eater, so where did he leave a mess? (A) sailboat (B) desk (C) closet (D) table. 
The correct response is: "," (D) table 
The correct response is: (D) table 
The correct response is: (D) table 
The correct response is: (D) table 
The correct response is: (D) table 
The correct"
399,399,547,C,Where is a shelf likely to be hidden behind a door?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['refrigerator', 'bookstore', 'cupboard', 'school building',
       'wardrobe'], dtype=object)}",refrigerator,bookstore,cupboard,school building,,"Question: Where is a shelf likely to be hidden behind a door? (A) refrigerator (B) bookstore (C) cupboard (D) school building. 
The correct response is: "," (C) cupboard 
The correct response is: (C) cupboard 
The correct response is: (C) cupboard 
The correct response is: (C) cupboard 
The correct response is: (C) cupboard"
400,400,1077,B,What event might one buy tickets for seats?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'show', 'auditorium', 'movies', 'rest area'], dtype=object)}",park,show,auditorium,movies,,"Question: What event might one buy tickets for seats? (A) park (B) show (C) auditorium (D) movies. 
The correct response is: "," (B) show 
The correct response is: (B) show 
The correct response is: (B) show 
The correct response is: (B) show 
The correct response is: (B) show 
The correct response is: (B) show"
401,401,840,A,"John needed a straight wire.  Unfortunately, this one had endured some abuse and had become what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bent', 'bent', 'crooked', 'straightforth', 'curved'], dtype=object)}",bent,bent,crooked,straightforth,,"Question: John needed a straight wire.  Unfortunately, this one had endured some abuse and had become what? (A) bent (B) bent (C) crooked (D) straightforth. 
The correct response is: "," (A) bent 
The correct response is: (A) bent 
The correct response is: (A) bent 
The correct response is: (A) bent 
The correct response is: (A)"
402,402,942,C,what is printed with ink and distributed daily?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fountain pen', 'squid', 'newspaper', 'book', 'printer'],
      dtype=object)}",fountain pen,squid,newspaper,book,,"Question: what is printed with ink and distributed daily? (A) fountain pen (B) squid (C) newspaper (D) book. 
The correct response is: "," (C) newspaper 
The correct response aside: all of these 
The correct response is: (C) newspaper 
The correct response aside: all of these 
The correct response is: (C) newspaper 
The correct response aside: all of these 
"
403,403,1130,B,If you own a cat where is the last place you'd want to find it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['trouble', ""dog's mouth"", 'backyard', 'nature', 'home'],
      dtype=object)}",trouble,dog's mouth,backyard,nature,,"Question: If you own a cat where is the last place you'd want to find it? (A) trouble (B) dog's mouth (C) backyard (D) nature. 
The correct response is: "," (B) dog's mouth 
The correct response is: (B) dog's mouth 
The correct response is: (B) dog's mouth 
The correct response is: (B) dog's mouth "
404,404,513,D,Where would a person live if they wanted no neighbors?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['housing estate', 'neighborhood', 'mars', 'woods', 'suburbs'],
      dtype=object)}",housing estate,neighborhood,mars,woods,,"Question: Where would a person live if they wanted no neighbors? (A) housing estate (B) neighborhood (C) mars (D) woods. 
The correct response is: "," (C) mars 
The correct response is: (C) mars 
The correct response is: (C) mars 
The correct response is: (C) mars 
The correct response is: (C) mars 
The correct response is: (C) mars"
405,405,1146,A,From where does a snowflake form?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cloud', 'snow storm', 'billow', 'air', 'snowstorm'], dtype=object)}",cloud,snow storm,billow,air,,"Question: From where does a snowflake form? (A) cloud (B) snow storm (C) billow (D) air. 
The correct response is: "," (A) cloud 
The correct response is: none of these 
The correct response is: (A) cloud 
The correct response is: none of these 
The correct response is: (A) cloud 
The correct response is: none of these 
The correct"
406,406,852,B,Where are you likely to find a supermarket?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['buy food for family', 'city or town', 'get supplies',
       'strip mall', 'vermont'], dtype=object)}",buy food for family,city or town,get supplies,strip mall,,"Question: Where are you likely to find a supermarket? (A) buy food for family (B) city or town (C) get supplies (D) strip mall. 
The correct response is: "," (B) city or town 
The correct response is: (B) city or town 
The correct response is: (B) city or town 
The correct response is: (B) city or town 
The correct response is: (B"
407,407,599,B,If you have a child who gets in trouble for being hyperactive you may need to teach them how to what down?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'calm', 'being good', 'good behavior', 'safe'],
      dtype=object)}",park,calm,being good,good behavior,,"Question: If you have a child who gets in trouble for being hyperactive you may need to teach them how to what down? (A) park (B) calm (C) being good (D) good behavior. 
The correct response is: "," (B) calm 
The correct response is: (B) calm 
The correct response is: (B) calm 
The correct response is: (B) calm 
The correct response is: (B"
408,408,529,D,Where would you get some maps that you own?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bookstore', 'library', 'electrical circuit', 'cabinet',
       'important when traveling'], dtype=object)}",bookstore,library,electrical circuit,cabinet,,"Question: Where would you get some maps that you own? (A) bookstore (B) library (C) electrical circuit (D) cabinet. 
The correct response is: "," (B) library 
The correct response is: (B) library 
The correct response is: (B) library 
The correct response is: (B) library 
The correct response is: (B) library 
The correct response is: (B) library"
409,409,879,C,Where outside of a city would a squirrel live?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['roof', 'inside home', 'forest', 'yard', 'park'], dtype=object)}",roof,inside home,forest,yard,,"Question: Where outside of a city would a squirrel live? (A) roof (B) inside home (C) forest (D) yard. 
The correct response is: "," (C) forest 
The correct response outline: Squirrels live in forests, outside of cities 
The correct response is: (C) forest 
The correct response outline: Squirrels live in forests, outside of cities 
The correct"
410,410,111,C,What regions of a town would you have found a dime store?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['commercial building', 'old movie', 'small neighborhood', 'past',
       'mall'], dtype=object)}",commercial building,old movie,small neighborhood,past,,"Question: What regions of a town would you have found a dime store? (A) commercial building (B) old movie (C) small neighborhood (D) past. 
The correct response is: "," (A) commercial building 
The store that would be most likely to be found in a commercial building is a dime store 
The correct response is: (A) commercial building 
The store that would be most likely to be found in a commercial building is"
411,411,329,B,What happens at soon as a living being is born?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['expiration', 'growing older', 'sometimes bad', 'death',
       'start reproduction'], dtype=object)}",expiration,growing older,sometimes bad,death,,"Question: What happens at soon as a living being is born? (A) expiration (B) growing older (C) sometimes bad (D) death. 
The correct response is: "," (A) expiration 
The correct response Question number is: 1 
The correct response is: (A) expiration 
The correct response was: (A) expiration 
The correct response is: (A) expiration 
The correct response was"
412,412,993,B,Where did you meet your best friend since Kindergarten?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""friend's house"", 'school', 'fraternity house', 'internet cafe',
       'airplane'], dtype=object)}",friend's house,school,fraternity house,internet cafe,,"Question: Where did you meet your best friend since Kindergarten? (A) friend's house (B) school (C) fraternity house (D) internet cafe. 
The correct response is: "," (B) school 
The correct response is: (B) school 
The correct response is: (B) school 
The correct response is: (B) school 
The correct response is: (B) school 
The correct"
413,413,286,A,Where are you likely to set papers while working on them?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['table', 'meeting', 'drawer', 'toilet', 'garage'], dtype=object)}",table,meeting,drawer,toilet,,"Question: Where are you likely to set papers while working on them? (A) table (B) meeting (C) drawer (D) toilet. 
The correct response is: "," (A) table 
The correct response is: none of these 
The correct response is: (A) table 
The correct response is: none of these 
The correct response is: (A) table 
The correct response is: none of these "
414,414,710,D,Joe and Jill didn't want their children to be sedentary.  They might limit the time they children spend doing what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['play sports', 'throw things', 'reading', 'watch tv',
       'play with toys'], dtype=object)}",play sports,throw things,reading,watch tv,,"Question: Joe and Jill didn't want their children to be sedentary.  They might limit the time they children spend doing what? (A) play sports (B) throw things (C) reading (D) watch tv. 
The correct response is: "," (D) watch tv 
The correct response is: (D) watch tv 
The sedentary activity is: watching tv 
The physical activity is: none of these 
The"
415,415,343,B,What geographic area is a lizard likely to be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ball stopped', 'west texas', 'arid regions', 'garden',
       'warm place'], dtype=object)}",ball stopped,west texas,arid regions,garden,,"Question: What geographic area is a lizard likely to be? (A) ball stopped (B) west texas (C) arid regions (D) garden. 
The correct response is: "," (C) arid regions 
The lizard is likely to be found in: dry, barren areas 
The correct response is: (C) arid regions 
The lizard is likely to be found in: dry, barren areas 
"
416,416,484,C,What type of non-vegetarian soup is one likely to find a potato?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['beef stew', 'own kitchen', 'clam chowder', 'kitchen cabinet',
       'pantry'], dtype=object)}",beef stew,own kitchen,clam chowder,kitchen cabinet,,"Question: What type of non-vegetarian soup is one likely to find a potato? (A) beef stew (B) own kitchen (C) clam chowder (D) kitchen cabinet. 
The correct response is: "," (D) kitchen cabinet 
The correct response is: (D) kitchen cabinet 
The correct response is: (D) kitchen cabinet 
The correct response is: (D) kitchen cabinet 
The correct"
417,417,303,D,John and Joe like planning games but Joe  was hit by a ball and fell down. What might have happened to Joe.,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['anger', 'good natured ribbing.', 'enjoying', 'injury',
       'enjoyment'], dtype=object)}",anger,good natured ribbing.,enjoying,injury,,"Question: John and Joe like planning games but Joe  was hit by a ball and fell down. What might have happened to Joe. (A) anger (B) good natured ribbing. (C) enjoying (D) injury. 
The correct response is: "," (D) injury 
The correct response is: (D) injury 
The poorly written sentence is: (B) good natured ribbing. 
The corrected sentence is: ("
418,418,1039,C,What is main benefit to exercising?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['losing weight', 'healthy', 'get in shape', 'weight loss', 'sweat'],
      dtype=object)}",losing weight,healthy,get in shape,weight loss,,"Question: What is main benefit to exercising? (A) losing weight (B) healthy (C) get in shape (D) weight loss. 
The correct response is: "," (B) healthy 
The correct response is: (B) healthy 
The correct response is: (B) healthy 
The correct response is: (B) healthy 
The correct response is: (B) healthy 
The correct response"
419,419,186,B,What could suddenly stop someone when he or she is running?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mushroom', 'falling down', 'sweating', 'exhaustion',
       'getting tired'], dtype=object)}",mushroom,falling down,sweating,exhaustion,,"Question: What could suddenly stop someone when he or she is running? (A) mushroom (B) falling down (C) sweating (D) exhaustion. 
The correct response is: "," (B) falling down 
The correct response is: (B) falling down 
The correct response is: (B) falling down 
The correct response is: (B) falling down 
The correct response is: (B) falling down 
"
420,420,423,B,"The man didn't do great in college, all his best memories were late night with his brothers at the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['big city', 'fraternity house', 'school', 'building', 'big town'],
      dtype=object)}",big city,fraternity house,school,building,,"Question: The man didn't do great in college, all his best memories were late night with his brothers at the what? (A) big city (B) fraternity house (C) school (D) building. 
The correct response is: "," (B) fraternity house 
The man is unlikely to have memories of the college itself, so this is the correct response 
The correct response is: (B) fraternity house "
421,421,1209,C,"If I did not have a rosebush, where would I get one?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pot', 'museum', 'garden center', 'formal garden', 'backyard'],
      dtype=object)}",pot,museum,garden center,formal garden,,"Question: If I did not have a rosebush, where would I get one? (A) pot (B) museum (C) garden center (D) formal garden. 
The correct response is: "," (C) garden center 
The correct response is: (C) garden center 
The correct response is: (C) garden center 
The correct response is: (C) garden center 
The correct response is: (C) garden center "
422,422,758,D,"Where can you buy a magazine, paper or gum?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bank', 'rack', 'bed', 'newsstand', 'bus depot'], dtype=object)}",bank,rack,bed,newsstand,,"Question: Where can you buy a magazine, paper or gum? (A) bank (B) rack (C) bed (D) newsstand. 
The correct response is: "," (B) rack 
The correct response is: (B) rack 
The correct response is: (B) rack 
The correct response is: (B) rack 
The correct response is: (B) rack 
The correct response"
423,423,741,A,Children's behavior is a direct reflection of their what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['parents', 'old people', 'play ball', 'many adults', 'grown ups'],
      dtype=object)}",parents,old people,play ball,many adults,,"Question: Children's behavior is a direct reflection of their what? (A) parents (B) old people (C) play ball (D) many adults. 
The correct response is: "," (A) parents 
The correct response is: (A) parents 
The correct response is: (A) parents 
The correct response is: (A) parents 
The correct response is: (A) parents 
The correct response is: ("
424,424,481,B,"The man started to learn jogging, what was he hoping to do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exhaustion', 'getting in shape', 'fitness', 'injure himself',
       'fatigue'], dtype=object)}",exhaustion,getting in shape,fitness,injure himself,,"Question: The man started to learn jogging, what was he hoping to do? (A) exhaustion (B) getting in shape (C) fitness (D) injure himself. 
The correct response is: "," (B) getting in shape 
The man was hoping to  (A) exhaustion (C) fitness (D) injure himself 
The correct response is: (B) getting in shape 
The man was hoping to "
425,425,328,C,"The player lifted his cornet and walked in rhythm, what was the player a member of?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['museum', 'high school band', 'marching band', 'orchestra', 'band'],
      dtype=object)}",museum,high school band,marching band,orchestra,,"Question: The player lifted his cornet and walked in rhythm, what was the player a member of? (A) museum (B) high school band (C) marching band (D) orchestra. 
The correct response is: "," (C) marching band 
The correct response justification: The player was a member of a band that performed at a steady pace, so the correct response is: (C) marching band 
The incorrect response is"
426,426,922,D,"If someone was making breakfast, they'd probably put two slices of bread in the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['plastic bag', 'pantry', 'supermarket', 'toaster', 'prison'],
      dtype=object)}",plastic bag,pantry,supermarket,toaster,,"Question: If someone was making breakfast, they'd probably put two slices of bread in the what? (A) plastic bag (B) pantry (C) supermarket (D) toaster. 
The correct response is: "," (D) toaster 
The correct response is: (D) toaster 
The correct response is: (D) toaster 
The correct response is: (D) toaster 
The correct response is"
427,427,239,B,A creek is a body of water found in what low land?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forest', 'valley', 'outdoors', 'countryside', 'woods'],
      dtype=object)}",forest,valley,outdoors,countryside,,"Question: A creek is a body of water found in what low land? (A) forest (B) valley (C) outdoors (D) countryside. 
The correct response is: "," (B) valley 
The correct response is: (B) valley 
The correct response is: (B) valley 
The correct response is: (B) valley 
The correct response is: (B) valley 
The correct response"
428,428,748,C,"A thoroughfare meandered through fields and woods, where was it passing though?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['move about', 'city', 'country', 'town', 'new york city'],
      dtype=object)}",move about,city,country,town,,"Question: A thoroughfare meandered through fields and woods, where was it passing though? (A) move about (B) city (C) country (D) town. 
The correct response is: "," (C) country 
The correct response is: (C) country 
The correct response is: (C) country 
The correct response is: (C) country 
The correct response is: (C) country 
The correct response is"
429,429,1219,A,"Setting up framing, truss and beam are some of the first steps in what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new construction', 'warehouse', 'driving', 'ceiling', 'bridge'],
      dtype=object)}",new construction,warehouse,driving,ceiling,,"Question: Setting up framing, truss and beam are some of the first steps in what? (A) new construction (B) warehouse (C) driving (D) ceiling. 
The correct response is: "," (A) new construction 
The correct response is: All of these 
The correct response is: None of these 
The correct response is: (A) new construction 
The correct response is: (D) ceiling "
430,430,1197,B,Where can you find a place to eat in an urban area close to local nightlife?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'downtown', 'mall', 'shopping center', 'own house'],
      dtype=object)}",city,downtown,mall,shopping center,,"Question: Where can you find a place to eat in an urban area close to local nightlife? (A) city (B) downtown (C) mall (D) shopping center. 
The correct response is: "," (B) downtown 
The correct response is: (B) downtown 
The correct response is: (B) downtown 
The correct response is: (B) downtown 
The correct"
431,431,959,A,where is a good place to obtain new soap?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', 'washing', 'cabinet', 'own home', 'sink'],
      dtype=object)}",supermarket,washing,cabinet,own home,,"Question: where is a good place to obtain new soap? (A) supermarket (B) washing (C) cabinet (D) own home. 
The correct response is: "," (A) supermarket 
The correct response is: (A) supermarket 
The correct response is: (A) supermarket 
The correct response is: (A) supermarket 
The correct response is: (A) supermarket 
The correct response is"
432,432,1060,A,What was the man encouraged to do after he expressed his anger violently?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cool off', 'punch', 'illustrate point', 'fight', 'release energy'],
      dtype=object)}",cool off,punch,illustrate point,fight,,"Question: What was the man encouraged to do after he expressed his anger violently? (A) cool off (B) punch (C) illustrate point (D) fight. 
The correct response is: "," (A) cool off 
The man was encouraged to do this after expressing his anger violently: take a break and calm down 
The correct response is: (A) cool off 
The man was encouraged to do this after express"
433,433,74,C,What would not be true about a basketball if it had a hole in it but it did not lose its general shape?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['punctured', 'popular in america', 'full of air', 'gone', 'round'],
      dtype=object)}",punctured,popular in america,full of air,gone,,"Question: What would not be true about a basketball if it had a hole in it but it did not lose its general shape? (A) punctured (B) popular in america (C) full of air (D) gone. 
The correct response is: "," (D) gone 
The correct response is: (D) gone 
The correct response is: (D) gone 
The correct response is: (D) gone 
The correct"
434,434,1076,C,"John is sitting in a toilet stall in a bathroom, outside he can hear cars going around in circles.  What is the function of the place he is most likely at?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eating food', 'public place', 'race track', 'at hotel',
       'public building'], dtype=object)}",eating food,public place,race track,at hotel,,"Question: John is sitting in a toilet stall in a bathroom, outside he can hear cars going around in circles.  What is the function of the place he is most likely at? (A) eating food (B) public place (C) race track (D) at hotel. 
The correct response is: "," (C) race track 
The correct response is: (C) race track 
The correct response is: (C) race"
435,435,1165,A,What type of demands to the unions need to be making to go off strike?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reasonable', 'more money', 'not go to work', 'return to work',
       'union'], dtype=object)}",reasonable,more money,not go to work,return to work,,"Question: What type of demands to the unions need to be making to go off strike? (A) reasonable (B) more money (C) not go to work (D) return to work. 
The correct response is: "," (D) return to work 
The correct response is: (D) return to work 
The correct response is: (D) return to work 
The correct response is: (D) return to work 
The"
436,436,433,C,It's dangerous to let pet birds free so it's better to keep them what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slavery', 'caught', 'caged in', 'topfree', 'prisoner'],
      dtype=object)}",slavery,caught,caged in,topfree,,"Question: It's dangerous to let pet birds free so it's better to keep them what? (A) slavery (B) caught (C) caged in (D) topfree. 
The correct response is: "," (A) slavery 
The correct response is: (A) slavery 
The correct response is: (A) slavery 
The correct response is: (A) slavery 
The correct response is: ("
437,437,91,C,You'll find a landing at the top of what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'apartment building', 'stairwell', 'airport', 'room'],
      dtype=object)}",ocean,apartment building,stairwell,airport,,"Question: You'll find a landing at the top of what? (A) ocean (B) apartment building (C) stairwell (D) airport. 
The correct response is: "," (D) airport 
The correct response is: (D) airport 
The correct response is: (D) airport 
The correct response is: (D) airport 
The correct response is: (D) airport 
"
438,438,348,A,What does everyone have in relation to other people?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feelings', 'food', 'unique personality', 'different standards',
       'values'], dtype=object)}",feelings,food,unique personality,different standards,,"Question: What does everyone have in relation to other people? (A) feelings (B) food (C) unique personality (D) different standards. 
The correct response is: "," (D) different standards 
The correct response is: (D) different standards 
The correct response is: (D) different standards 
The correct response is: (D) different standards 
The correct response is: (D) different standards 
The correct response is"
439,439,707,A,What very large group of western citizens has bees everywhere?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['united states', 'space station', 'trash can', 'field of flowers',
       'bouquet of flowers'], dtype=object)}",united states,space station,trash can,field of flowers,,"Question: What very large group of western citizens has bees everywhere? (A) united states (B) space station (C) trash can (D) field of flowers. 
The correct response is: "," (D) field of flowers 
The correct response is: (D) field of flowers 
The correct response is: (D) field of flowers 
The correct response is: (D) field of flowers 
The correct response is: ("
440,440,197,A,What do airplanes do as they are arriving at the gate?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slow down', 'crash', 'speed up', 'land', 'carry people'],
      dtype=object)}",slow down,crash,speed up,land,,"Question: What do airplanes do as they are arriving at the gate? (A) slow down (B) crash (C) speed up (D) land. 
The correct response is: "," (A) slow down 
The correct response is: All of these 
The correct response is: (A) slow down 
The correct response is: (D) land 
The correct response is: (B) crash 
The correct response is"
441,441,991,C,The earth is one planet in what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tree', 'orbit', 'solar system', 'fotograph', 'dreams'],
      dtype=object)}",tree,orbit,solar system,fotograph,,"Question: The earth is one planet in what? (A) tree (B) orbit (C) solar system (D) fotograph. 
The correct response is: "," (B) orbit 
The correct response aside from the one provided is: (D) fotograph 
The correct response is: (B) orbit 
The correct response aside from the one provided is: (D) fotograph 
The correct response is: (B) orbit 
"
442,442,512,A,Where is a public monument likely to be erected by a city?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['municipal park', 'office', 'state park', 'cemetary',
       'public gardens'], dtype=object)}",municipal park,office,state park,cemetary,,"Question: Where is a public monument likely to be erected by a city? (A) municipal park (B) office (C) state park (D) cemetary. 
The correct response is: "," (A) municipal park 
The correct response is: (A) municipal park 
The correct response is: (A) municipal park 
The correct response is: (A) municipal park 
The correct response is: (A) municipal park "
443,443,274,D,One of the potential hazards of attending school is what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cooties', 'get smart', 'boredom', 'colds and flu', 'taking tests'],
      dtype=object)}",cooties,get smart,boredom,colds and flu,,"Question: One of the potential hazards of attending school is what? (A) cooties (B) get smart (C) boredom (D) colds and flu. 
The correct response is: "," (D) colds and flu 
The correct response is: (D) colds and flu 
The correct response is: (D) colds and flu 
The correct response is: (D) colds and flu "
444,444,886,A,What could people do that involves talking?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['confession', 'state park', 'sing', 'carnival', 'opera'],
      dtype=object)}",confession,state park,sing,carnival,,"Question: What could people do that involves talking? (A) confession (B) state park (C) sing (D) carnival. 
The correct response is: "," (A) confession 
The justification for this response is: This involves speaking to a priest to confess one's sins 
The correct response is: (A) confession 
The justification for this response is: This involves speaking to a priest to confess"
445,445,1110,D,Where areas are there likely to be many nightclubs?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['manhattan', 'drink and dance', 'alcohol', 'major city',
       'downtown area'], dtype=object)}",manhattan,drink and dance,alcohol,major city,,"Question: Where areas are there likely to be many nightclubs? (A) manhattan (B) drink and dance (C) alcohol (D) major city. 
The correct response is: "," (D) major city 
The correct response is: (D) major city 
The correct response is: (D) major city 
The correct response is: (D) major city 
The correct response is: (D) major city "
