,level_0,index,answerKey,question,choices,A,B,C,D,full_question,full_question_test,res_finetuned
377,377,592,A,"The shark actually counted as evidence, so where did the legal team bring it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['court room', 'shallow waters', 'poker game', 'sea world',
       'pond arena'], dtype=object)}",court room,shallow waters,poker game,sea world,,"Question: The shark actually counted as evidence, so where did the legal team bring it? (A) court room (B) shallow waters (C) poker game (D) sea world. 
The correct response is: "," (B) shallow waters 
The shark was brought into a court case, so it was brought to shallow waters where it could swim freely. 
The correct response is: (B) shallow waters 
The"
378,378,1004,D,What does a self assured person often do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['acknowledgment', 'focused', 'know what time', 'feel important',
       'trust himself'], dtype=object)}",acknowledgment,focused,know what time,feel important,,"Question: What does a self assured person often do? (A) acknowledgment (B) focused (C) know what time (D) feel important. 
The correct response is: "," (A) acknowledgment  
The self assured person:  (B) focused  (C) know what time  (D) feel important 
The correct response is:  (A) acknowledgment  
The self assured person:  (B) focused 
"
379,379,287,C,"John had a massive debt to 50 million dollars.  Compared to that, Leo's 2000 dollar debt seemed what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dwarf', 'inconsequential', 'insubstantial', 'lame', 'tiny'],
      dtype=object)}",dwarf,inconsequential,insubstantial,lame,,"Question: John had a massive debt to 50 million dollars.  Compared to that, Leo's 2000 dollar debt seemed what? (A) dwarf (B) inconsequential (C) insubstantial (D) lame. 
The correct response is: ", (A) dwarf 
380,380,1088,A,Why does having a disability sometimes making academic tasks hard for a person?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mentally challenged', 'have choice', 'lots of space', 'hungry',
       'acknowledgment'], dtype=object)}",mentally challenged,have choice,lots of space,hungry,,"Question: Why does having a disability sometimes making academic tasks hard for a person? (A) mentally challenged (B) have choice (C) lots of space (D) hungry. 
The correct response is: "," (A) mentally challenged  
The correct response is:  (A) mentally challenged 
The correct response is:  (A) mentally challenged 
The correct response is:  (A) ment"
381,381,903,B,"The family wanted to adopt for enviro-ethical reasons, what did they abhor?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['orphan', 'biological child', 'give away', 'foster child',
       'abandon'], dtype=object)}",orphan,biological child,give away,foster child,,"Question: The family wanted to adopt for enviro-ethical reasons, what did they abhor? (A) orphan (B) biological child (C) give away (D) foster child. 
The correct response is: "," (D) foster child 
The family wanted to adopt for enviro-ethical reasons, they wanted to avoid  (D) foster child 
The correct response is: (D) foster child 
"
382,382,1072,A,How might a automobile get off a freeway?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exit ramp', 'garage', 'driveway', 'repair shop', 'stop light'],
      dtype=object)}",exit ramp,garage,driveway,repair shop,,"Question: How might a automobile get off a freeway? (A) exit ramp (B) garage (C) driveway (D) repair shop. 
The correct response is: "," (A) exit ramp  
The automobile can get off the freeway by using:  (A) exit ramp 
The incorrect responses are:  (B) garage (C) driveway (D) repair shop 
The"
383,383,530,C,Where is a good place to put a hamburger?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['resturant', 'fast food restaurant', 'mouth', 'kitchen', 'pizza'],
      dtype=object)}",resturant,fast food restaurant,mouth,kitchen,,"Question: Where is a good place to put a hamburger? (A) resturant (B) fast food restaurant (C) mouth (D) kitchen. 
The correct response is: "," (C) mouth 
The hamburger should be consumed, not stored, so the correct response is: (C) mouth 
The other options are: (A) resturant (B) fast food restaurant (D) kitchen 
The correct response"
384,384,500,D,Everybody began performing once their director stated what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fear', 'injury', 'happiness', 'action', 'cut'], dtype=object)}",fear,injury,happiness,action,,"Question: Everybody began performing once their director stated what? (A) fear (B) injury (C) happiness (D) action. 
The correct response is: "," (D) action 
The director likely said: ""Action!"" 
The director is most likely to say: ""Action!"" 
The director is least likely to say: ""Happiness"" 
The director is least likely to say: ""Injury"" 
The director is"
385,385,1120,B,Why does someone want to examine thing closely?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['buy', 'learn about', 'buy', 'complex', 'interesting'],
      dtype=object)}",buy,learn about,buy,complex,,"Question: Why does someone want to examine thing closely? (A) buy (B) learn about (C) buy (D) complex. 
The correct response is: "," (B) learn about 
The person wants to learn about the thing they are examining closely. 
The correct response is: (B) learn about 
The person wants to learn about the thing they are examining closely 
The correct response is: (B) learn about 
"
386,386,225,D,Writers with a great what can amass a large fortune?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cookie', 'bank', 'real estate', 'imagination', 'bank roll'],
      dtype=object)}",cookie,bank,real estate,imagination,,"Question: Writers with a great what can amass a large fortune? (A) cookie (B) bank (C) real estate (D) imagination. 
The correct response is: "," (D) imagination 
The ability to imagine is a key component of many successful writers, especially those who create fiction. These writers often have a great imagination, and they are able to use it to create compelling stories and characters that readers love. As a result, writers with a"
387,387,464,A,Where would I not want a fox?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hen house', 'english hunt', 'mountains', 'outside bedroom window',
       'england'], dtype=object)}",hen house,english hunt,mountains,outside bedroom window,,"Question: Where would I not want a fox? (A) hen house (B) english hunt (C) mountains (D) outside bedroom window. 
The correct response is: "," (A) hen house  
The fox would eat the chickens in the hen house 
The other options are incorrect:
The fox would not be hunting in the english hunt 
The fox would not be in the mountains 
"
388,388,746,A,"Everybody was changing into costumes in the dressing room, it was almost time to take the what stage?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theater', 'train', 'bathhouse', 'dwelling',
       'actors and actresses'], dtype=object)}",theater,train,bathhouse,dwelling,,"Question: Everybody was changing into costumes in the dressing room, it was almost time to take the what stage? (A) theater (B) train (C) bathhouse (D) dwelling. 
The correct response is: "," (D) dwelling 
The stage is a platform where performers present their work to an audience. 
The correct response is: (D) dwelling 
The stage is a platform where performers present their"
389,389,584,C,What does a gambler do that causes him or her to be unhappy?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['play cards', 'double winnings', 'lose money', 'play poker',
       'to win the prize'], dtype=object)}",play cards,double winnings,lose money,play poker,,"Question: What does a gambler do that causes him or her to be unhappy? (A) play cards (B) double winnings (C) lose money (D) play poker. 
The correct response is: "," (C) lose money  
The correct response is: (C) lose money 
The correct response is: (C) lose money 
The correct response is: (C) lose money 
The correct response is"
390,390,609,C,Where is that man buying silk from?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['space shuttle', 'theater', 'china', 'indian resteraunt', 'bar'],
      dtype=object)}",space shuttle,theater,china,indian resteraunt,,"Question: Where is that man buying silk from? (A) space shuttle (B) theater (C) china (D) indian resteraunt. 
The correct response is: "," (C) china 
The man is buying silk from China 
The other options are: 
The man is buying silk from a space shuttle 
The man is buying silk from a theater 
"
391,391,808,D,Where does a maid empty a trash can?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bus stop', 'corner', 'hockey game', 'motel', 'alley'],
      dtype=object)}",bus stop,corner,hockey game,motel,,"Question: Where does a maid empty a trash can? (A) bus stop (B) corner (C) hockey game (D) motel. 
The correct response is: "," (D) motel 
The maid empties the trash in the motel where she works. 
The correct response is: (D) motel 
The maid empties the trash in the motel where she works 
The correct"
392,392,35,C,"The lock kept the steering wheel from moving, but the thief still took his chances and began to work on the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['keep cloesd', 'train', 'ignition switch', 'drawer', 'firearm'],
      dtype=object)}",keep cloesd,train,ignition switch,drawer,,"Question: The lock kept the steering wheel from moving, but the thief still took his chances and began to work on the what? (A) keep cloesd (B) train (C) ignition switch (D) drawer. 
The correct response is: "," (C) ignition switch 
The ignition switch is turned when the key is turned, and the ignition switch is locked when the steering wheel is locked. When the ignition"
393,393,1038,C,If a person isn't able to pay their bills what must they do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['know everything', 'acknowledgment', 'make more money',
       'throw a party', 'spare time'], dtype=object)}",know everything,acknowledgment,make more money,throw a party,,"Question: If a person isn't able to pay their bills what must they do? (A) know everything (B) acknowledgment (C) make more money (D) throw a party. 
The correct response is: "," (C) make more money  
The person in this scenario will be unable to pay the bills and will likely be unable to pay the mortgage. In order to avoid foreclosure they will need to:  (C"
394,394,815,C,"When a person with mental illness receives medication and therapy, what has happened?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cause irrational behaviour', 'recur', 'effectively treated',
       'managed', 'cause suffering'], dtype=object)}",cause irrational behaviour,recur,effectively treated,managed,,"Question: When a person with mental illness receives medication and therapy, what has happened? (A) cause irrational behaviour (B) recur (C) effectively treated (D) managed. 
The correct response is: "," (C) effectively treated  
The correct response is: (D) managed 
The correct response is: (A) cause irrational behaviour 
The correct response is: (B) recur 
The correct"
395,395,849,C,"The detective was finding information from witnesses, why would he do that?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fun', 'ulcers', 'get answers', 'happiness', 'power'], dtype=object)}",fun,ulcers,get answers,happiness,,"Question: The detective was finding information from witnesses, why would he do that? (A) fun (B) ulcers (C) get answers (D) happiness. 
The correct response is: "," (C) get answers 
The detective is finding information from witnesses because he wants to get to the bottom of the case and find answers  (C) get answers 
The correct response is: (C) get answers 
The detective is"
396,396,1158,B,"Marathoners feel fatigued after running twenty six miles, but some that have pushed them self too hard might be prone to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['excruciating pain', 'passing out', 'death', 'drunk', 'exhaustion'],
      dtype=object)}",excruciating pain,passing out,death,drunk,,"Question: Marathoners feel fatigued after running twenty six miles, but some that have pushed them self too hard might be prone to what? (A) excruciating pain (B) passing out (C) death (D) drunk. 
The correct response is: "," (A) excruciating pain  
The marathoner is likely to feel: muscle strain 
The runner has pushed too far and is likely to feel"
397,397,229,B,What might a very large table be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dining room', 'conference', 'kitchen', 'in a lake',
       'demonstration'], dtype=object)}",dining room,conference,kitchen,in a lake,,"Question: What might a very large table be? (A) dining room (B) conference (C) kitchen (D) in a lake. 
The correct response is: "," (D) in a lake 
The correct response is: (D) in a lake 
The correct response is: (D) in a lake 
The correct response is: (D) in a lake 
The correct response is: (D) in a lake 
"
398,398,1008,D,"He was a sloppy eater, so where did he leave a mess?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sailboat', 'desk', 'closet', 'table', 'apartment'], dtype=object)}",sailboat,desk,closet,table,,"Question: He was a sloppy eater, so where did he leave a mess? (A) sailboat (B) desk (C) closet (D) table. 
The correct response is: "," (D) table 
The correct response is: (D) table 
The correct response is: (D) table 
The correct response is: (D) table 
The correct response is: (D) table 
The correct"
399,399,547,C,Where is a shelf likely to be hidden behind a door?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['refrigerator', 'bookstore', 'cupboard', 'school building',
       'wardrobe'], dtype=object)}",refrigerator,bookstore,cupboard,school building,,"Question: Where is a shelf likely to be hidden behind a door? (A) refrigerator (B) bookstore (C) cupboard (D) school building. 
The correct response is: "," (C) cupboard 
The shelf is likely to be hidden behind a door is: cupboard 
The shelf is unlikely to be hidden behind a door is: refrigerator 
The shelf is unlikely to be hidden behind a"
400,400,1077,B,What event might one buy tickets for seats?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'show', 'auditorium', 'movies', 'rest area'], dtype=object)}",park,show,auditorium,movies,,"Question: What event might one buy tickets for seats? (A) park (B) show (C) auditorium (D) movies. 
The correct response is: "," (C) auditorium  
The event that is most likely to have tickets sold for specific seats is a: play 
The correct response is: play 
The event that is least likely to have tickets sold for specific seats is: a movie 
The correct"
401,401,840,A,"John needed a straight wire.  Unfortunately, this one had endured some abuse and had become what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bent', 'bent', 'crooked', 'straightforth', 'curved'], dtype=object)}",bent,bent,crooked,straightforth,,"Question: John needed a straight wire.  Unfortunately, this one had endured some abuse and had become what? (A) bent (B) bent (C) crooked (D) straightforth. 
The correct response is: "," (A) bent 
The correct response is: (A) bent 
The correct response is: (A) bent 
The correct response is: (A) bent 
The correct response is: (A)"
402,402,942,C,what is printed with ink and distributed daily?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fountain pen', 'squid', 'newspaper', 'book', 'printer'],
      dtype=object)}",fountain pen,squid,newspaper,book,,"Question: what is printed with ink and distributed daily? (A) fountain pen (B) squid (C) newspaper (D) book. 
The correct response is: "," (C) newspaper 
The circulation of newspapers is a large industry, with many newspapers being distributed daily. However, none of these are printed with ink:  (A) fountain pen (B) squid (D) book 
The correct response"
403,403,1130,B,If you own a cat where is the last place you'd want to find it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['trouble', ""dog's mouth"", 'backyard', 'nature', 'home'],
      dtype=object)}",trouble,dog's mouth,backyard,nature,,"Question: If you own a cat where is the last place you'd want to find it? (A) trouble (B) dog's mouth (C) backyard (D) nature. 
The correct response is: "," (B) dog's mouth  
The correct response is: (B) dog's mouth 
The correct response is: (B) dog's mouth 
The correct response is: (B) dog's mouth"
404,404,513,D,Where would a person live if they wanted no neighbors?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['housing estate', 'neighborhood', 'mars', 'woods', 'suburbs'],
      dtype=object)}",housing estate,neighborhood,mars,woods,,"Question: Where would a person live if they wanted no neighbors? (A) housing estate (B) neighborhood (C) mars (D) woods. 
The correct response is: "," (C) mars  
The person wants no neighbors, so they would live on a planet with no other inhabitants. 
The correct response is: (C) mars 
The person wants no neighbors, so they would live on a planet with no other inhabitants. "
405,405,1146,A,From where does a snowflake form?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cloud', 'snow storm', 'billow', 'air', 'snowstorm'], dtype=object)}",cloud,snow storm,billow,air,,"Question: From where does a snowflake form? (A) cloud (B) snow storm (C) billow (D) air. 
The correct response is: "," (A) cloud 
The snowflake forms in the cloud before falling to the earth. 
The correct response is: (A) cloud 
The snowflake forms in the cloud before falling to the earth. 
The correct response is: (A) cloud"
406,406,852,B,Where are you likely to find a supermarket?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['buy food for family', 'city or town', 'get supplies',
       'strip mall', 'vermont'], dtype=object)}",buy food for family,city or town,get supplies,strip mall,,"Question: Where are you likely to find a supermarket? (A) buy food for family (B) city or town (C) get supplies (D) strip mall. 
The correct response is: "," (D) strip mall  
The store where you buy groceries is most likely to be found in  (A) city or town 
The correct response is:  (A) city or town 
The store where you buy grocer"
407,407,599,B,If you have a child who gets in trouble for being hyperactive you may need to teach them how to what down?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'calm', 'being good', 'good behavior', 'safe'],
      dtype=object)}",park,calm,being good,good behavior,,"Question: If you have a child who gets in trouble for being hyperactive you may need to teach them how to what down? (A) park (B) calm (C) being good (D) good behavior. 
The correct response is: "," (B) calm  
The child needs to learn how to be still and quiet, so the parent would teach them how to be calm 
The child needs to learn how to be still and quiet, so the parent"
408,408,529,D,Where would you get some maps that you own?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bookstore', 'library', 'electrical circuit', 'cabinet',
       'important when traveling'], dtype=object)}",bookstore,library,electrical circuit,cabinet,,"Question: Where would you get some maps that you own? (A) bookstore (B) library (C) electrical circuit (D) cabinet. 
The correct response is: "," (D) cabinet 
The map is most likely: a piece of paper 
The map is most likely to be: a piece of paper  (A) a tree (B) a building (C) a power circuit (D) a cabinet. 
The correct response is"
409,409,879,C,Where outside of a city would a squirrel live?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['roof', 'inside home', 'forest', 'yard', 'park'], dtype=object)}",roof,inside home,forest,yard,,"Question: Where outside of a city would a squirrel live? (A) roof (B) inside home (C) forest (D) yard. 
The correct response is: "," (C) forest  
The squirrel would live in a forest, not in a city. 
The correct response is: (C) forest 
The squirrel would live in a forest, not in a city. 
The correct response is: (C"
410,410,111,C,What regions of a town would you have found a dime store?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['commercial building', 'old movie', 'small neighborhood', 'past',
       'mall'], dtype=object)}",commercial building,old movie,small neighborhood,past,,"Question: What regions of a town would you have found a dime store? (A) commercial building (B) old movie (C) small neighborhood (D) past. 
The correct response is: "," (A) commercial building  
The dime store is a 20th century concept, so the correct response is: (D) past 
The dime store is a 20th century concept, so the correct response is: (D)"
411,411,329,B,What happens at soon as a living being is born?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['expiration', 'growing older', 'sometimes bad', 'death',
       'start reproduction'], dtype=object)}",expiration,growing older,sometimes bad,death,,"Question: What happens at soon as a living being is born? (A) expiration (B) growing older (C) sometimes bad (D) death. 
The correct response is: "," (A) expiration 
The correct response is:  (A) expiration 
The correct response is:  (A) expiration 
The correct response is:  (A) expiration 
The correct response is:  (A) expiration "
412,412,993,B,Where did you meet your best friend since Kindergarten?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""friend's house"", 'school', 'fraternity house', 'internet cafe',
       'airplane'], dtype=object)}",friend's house,school,fraternity house,internet cafe,,"Question: Where did you meet your best friend since Kindergarten? (A) friend's house (B) school (C) fraternity house (D) internet cafe. 
The correct response is: "," (B) school  
The correct response is:  (B) school 
The correct response is:  (B) school 
The correct response is:  (B) school 
The correct response is:  (B)"
413,413,286,A,Where are you likely to set papers while working on them?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['table', 'meeting', 'drawer', 'toilet', 'garage'], dtype=object)}",table,meeting,drawer,toilet,,"Question: Where are you likely to set papers while working on them? (A) table (B) meeting (C) drawer (D) toilet. 
The correct response is: "," (A) table  
The reason is: This is a physical surface used for holding objects, so it is a likely candidate 
The correct response is: (A) table 
The reason is: This is a physical surface used for holding objects, so it is"
414,414,710,D,Joe and Jill didn't want their children to be sedentary.  They might limit the time they children spend doing what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['play sports', 'throw things', 'reading', 'watch tv',
       'play with toys'], dtype=object)}",play sports,throw things,reading,watch tv,,"Question: Joe and Jill didn't want their children to be sedentary.  They might limit the time they children spend doing what? (A) play sports (B) throw things (C) reading (D) watch tv. 
The correct response is: "," (D) watch tv 
The correct response is: (D) watch tv 
The correct response is: (D) watch tv 
The correct response is: (D) watch tv"
415,415,343,B,What geographic area is a lizard likely to be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ball stopped', 'west texas', 'arid regions', 'garden',
       'warm place'], dtype=object)}",ball stopped,west texas,arid regions,garden,,"Question: What geographic area is a lizard likely to be? (A) ball stopped (B) west texas (C) arid regions (D) garden. 
The correct response is: "," (C) arid regions  
The lizard would most likely be found in: (C) arid regions 
The correct response is: (C) arid regions 
The lizard would most likely be found in: (C) arid"
416,416,484,C,What type of non-vegetarian soup is one likely to find a potato?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['beef stew', 'own kitchen', 'clam chowder', 'kitchen cabinet',
       'pantry'], dtype=object)}",beef stew,own kitchen,clam chowder,kitchen cabinet,,"Question: What type of non-vegetarian soup is one likely to find a potato? (A) beef stew (B) own kitchen (C) clam chowder (D) kitchen cabinet. 
The correct response is: "," (B) own kitchen 
The correct response is: (B) own kitchen 
The correct response is: (B) own kitchen 
The correct response is: (B) own kitchen 
The correct"
417,417,303,D,John and Joe like planning games but Joe  was hit by a ball and fell down. What might have happened to Joe.,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['anger', 'good natured ribbing.', 'enjoying', 'injury',
       'enjoyment'], dtype=object)}",anger,good natured ribbing.,enjoying,injury,,"Question: John and Joe like planning games but Joe  was hit by a ball and fell down. What might have happened to Joe. (A) anger (B) good natured ribbing. (C) enjoying (D) injury. 
The correct response is: "," (D) injury 
The correct response is: (D) injury 
The correct response is: (D) injury 
The correct response is: (D) injury 
The correct"
418,418,1039,C,What is main benefit to exercising?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['losing weight', 'healthy', 'get in shape', 'weight loss', 'sweat'],
      dtype=object)}",losing weight,healthy,get in shape,weight loss,,"Question: What is main benefit to exercising? (A) losing weight (B) healthy (C) get in shape (D) weight loss. 
The correct response is: "," (B) healthy 
The correct response is: (B) healthy 
The correct response is: (B) healthy 
The correct response is: (B) healthy 
The correct response is: (B) healthy 
The correct response"
419,419,186,B,What could suddenly stop someone when he or she is running?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mushroom', 'falling down', 'sweating', 'exhaustion',
       'getting tired'], dtype=object)}",mushroom,falling down,sweating,exhaustion,,"Question: What could suddenly stop someone when he or she is running? (A) mushroom (B) falling down (C) sweating (D) exhaustion. 
The correct response is: "," (A) mushroom  
The correct response is: 100% 
The correct response is: none of these 
The correct response is: (B) falling down 
The correct response is: none of these 
The correct"
420,420,423,B,"The man didn't do great in college, all his best memories were late night with his brothers at the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['big city', 'fraternity house', 'school', 'building', 'big town'],
      dtype=object)}",big city,fraternity house,school,building,,"Question: The man didn't do great in college, all his best memories were late night with his brothers at the what? (A) big city (B) fraternity house (C) school (D) building. 
The correct response is: "," (B) fraternity house  
The man is unlikely to have fond memories of the college building, as they are unlikely to have spent much time there. 
The correct response is: ("
421,421,1209,C,"If I did not have a rosebush, where would I get one?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pot', 'museum', 'garden center', 'formal garden', 'backyard'],
      dtype=object)}",pot,museum,garden center,formal garden,,"Question: If I did not have a rosebush, where would I get one? (A) pot (B) museum (C) garden center (D) formal garden. 
The correct response is: "," (C) garden center 
The source of a rose is a garden center 
The source of a rhododendron is a garden center 
The source of a azalea is a garden center 
The source of a hydrangea is"
422,422,758,D,"Where can you buy a magazine, paper or gum?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bank', 'rack', 'bed', 'newsstand', 'bus depot'], dtype=object)}",bank,rack,bed,newsstand,,"Question: Where can you buy a magazine, paper or gum? (A) bank (B) rack (C) bed (D) newsstand. 
The correct response is: "," (B) rack  
The source of this information is: [http://www.answers.com/Main/List of magazines  (A) bank (C) bed (D) newsstand. 
The correct response is:  (B)"
423,423,741,A,Children's behavior is a direct reflection of their what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['parents', 'old people', 'play ball', 'many adults', 'grown ups'],
      dtype=object)}",parents,old people,play ball,many adults,,"Question: Children's behavior is a direct reflection of their what? (A) parents (B) old people (C) play ball (D) many adults. 
The correct response is: "," (A) parents 
The child's behavior is most directly influenced by: their guardians 
The child's behavior is least directly influenced by: their many adults 
The child's behavior is unlikely to be influenced by: their play ball 
"
424,424,481,B,"The man started to learn jogging, what was he hoping to do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exhaustion', 'getting in shape', 'fitness', 'injure himself',
       'fatigue'], dtype=object)}",exhaustion,getting in shape,fitness,injure himself,,"Question: The man started to learn jogging, what was he hoping to do? (A) exhaustion (B) getting in shape (C) fitness (D) injure himself. 
The correct response is: "," (B) getting in shape 
The man was hoping to do this when he started jogging  (A) exhaustion 
This is incorrect: (C) fitness 
This is incorrect: (D) injure himself 
"
425,425,328,C,"The player lifted his cornet and walked in rhythm, what was the player a member of?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['museum', 'high school band', 'marching band', 'orchestra', 'band'],
      dtype=object)}",museum,high school band,marching band,orchestra,,"Question: The player lifted his cornet and walked in rhythm, what was the player a member of? (A) museum (B) high school band (C) marching band (D) orchestra. 
The correct response is: "," (C) marching band 
The player was a member of a marching band 
The player played in a band that performed in public while playing instruments and marching in rhythm 
The player was a cornet"
426,426,922,D,"If someone was making breakfast, they'd probably put two slices of bread in the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['plastic bag', 'pantry', 'supermarket', 'toaster', 'prison'],
      dtype=object)}",plastic bag,pantry,supermarket,toaster,,"Question: If someone was making breakfast, they'd probably put two slices of bread in the what? (A) plastic bag (B) pantry (C) supermarket (D) toaster. 
The correct response is: "," (D) toaster 
The toaster is a device that cooks bread to a crispy golden brown, so it is the correct response  (D) toaster 
The toaster is a device that cook"
427,427,239,B,A creek is a body of water found in what low land?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forest', 'valley', 'outdoors', 'countryside', 'woods'],
      dtype=object)}",forest,valley,outdoors,countryside,,"Question: A creek is a body of water found in what low land? (A) forest (B) valley (C) outdoors (D) countryside. 
The correct response is: "," (B) valley 
The creek is a body of water found in valleys, which are low areas between hills or mountains. 
The correct response is: (B) valley 
The creek is a body of water found in valleys"
428,428,748,C,"A thoroughfare meandered through fields and woods, where was it passing though?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['move about', 'city', 'country', 'town', 'new york city'],
      dtype=object)}",move about,city,country,town,,"Question: A thoroughfare meandered through fields and woods, where was it passing though? (A) move about (B) city (C) country (D) town. 
The correct response is: "," (A) move about 
The road is passing through: water 
The road is passing through: air 
The road is passing through: fields 
The road is passing through: woods 
The road is passing through: cities 
The road"
429,429,1219,A,"Setting up framing, truss and beam are some of the first steps in what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new construction', 'warehouse', 'driving', 'ceiling', 'bridge'],
      dtype=object)}",new construction,warehouse,driving,ceiling,,"Question: Setting up framing, truss and beam are some of the first steps in what? (A) new construction (B) warehouse (C) driving (D) ceiling. 
The correct response is: "," (A) new construction  
The correct response is: 1st steps 
The correct response is: Building a house 
The correct response is: Construction of a building 
The correct response is: Building a structure "
430,430,1197,B,Where can you find a place to eat in an urban area close to local nightlife?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'downtown', 'mall', 'shopping center', 'own house'],
      dtype=object)}",city,downtown,mall,shopping center,,"Question: Where can you find a place to eat in an urban area close to local nightlife? (A) city (B) downtown (C) mall (D) shopping center. 
The correct response is: "," (D) shopping center  
The correct response is: (D) shopping center 
The correct response is: (D) shopping center 
The correct response is: (D) shopping center 
The"
431,431,959,A,where is a good place to obtain new soap?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', 'washing', 'cabinet', 'own home', 'sink'],
      dtype=object)}",supermarket,washing,cabinet,own home,,"Question: where is a good place to obtain new soap? (A) supermarket (B) washing (C) cabinet (D) own home. 
The correct response is: "," (A) supermarket  
The correct response is:  (A) supermarket 
The correct response is:  (A) supermarket 
The correct response is:  (A) supermarket 
The correct response is:  (A) supermarket "
